date,permno,tic,conm,PRC,atq,dlcq,dlttq,market_cap,total_debt,leverage,log_return,equity_volatility,rf,merton_pd,pd_valid
2024-10-04,44644,ADP,AUTOMATIC DATA PROCESSING,285.16,49511400000.0,6150800000.0,3297500000.0,116259732000.00002,9448300000.0,0.1908307985635631,0.0018954689939138,0.1815418638389408,3.98,,False
2008-09-12,66800,AIG,AMERICAN INTERNATIONAL GROUP,203.17991631799163,1049876000000.0,52141000000.0,163577000000.0,32642444760.0,215718000000.0,0.2054699793118425,-0.3685481642805226,0.7343823804162088,3.74,,False
2008-09-15,66800,AIG,AMERICAN INTERNATIONAL GROUP,79.6652719665272,1049876000000.0,52141000000.0,163577000000.0,12798849840.0,215718000000.0,0.2054699793118425,-0.9362581173880236,1.184655266718994,3.47,,False
2008-09-17,66800,AIG,AMERICAN INTERNATIONAL GROUP,34.30962343096234,1049876000000.0,52141000000.0,163577000000.0,5512109699.999999,215718000000.0,0.2054699793118425,-0.603916046832003,1.3433913552168046,3.41,,False
2008-09-18,66800,AIG,AMERICAN INTERNATIONAL GROUP,45.02092050209205,1049876000000.0,52141000000.0,163577000000.0,7232963460.0,215718000000.0,0.2054699793118425,0.2717014004634311,1.3732017429642132,3.54,,False
2008-09-19,66800,AIG,AMERICAN INTERNATIONAL GROUP,64.43514644351465,1049876000000.0,52141000000.0,163577000000.0,10352010900.0,215718000000.0,0.2054699793118425,0.3585319546859452,1.4225119557038717,3.78,,False
2008-09-22,66800,AIG,AMERICAN INTERNATIONAL GROUP,78.99581589958159,1049876000000.0,52141000000.0,163577000000.0,12691296479.999998,215718000000.0,0.2054699793118425,0.2037356512977709,1.438630992515603,3.83,,False
2008-09-23,66800,AIG,AMERICAN INTERNATIONAL GROUP,83.68200836820084,1049876000000.0,52141000000.0,163577000000.0,13444170000.0,215718000000.0,0.2054699793118425,0.0576291128366364,1.4402415327488294,3.85,,False
2008-09-24,66800,AIG,AMERICAN INTERNATIONAL GROUP,55.39748953974896,1049876000000.0,52141000000.0,163577000000.0,8900040540.000002,215718000000.0,0.2054699793118425,-0.4124897230451287,1.4952550679966885,3.8,,False
2008-09-25,66800,AIG,AMERICAN INTERNATIONAL GROUP,50.54393305439331,1049876000000.0,52141000000.0,163577000000.0,8120278680.0,215718000000.0,0.2054699793118425,-0.0916913580021933,1.4972596379604548,3.88,,False
2008-09-26,66800,AIG,AMERICAN INTERNATIONAL GROUP,52.71966527196653,1049876000000.0,52141000000.0,163577000000.0,8469827100.0,215718000000.0,0.2054699793118425,0.0421456214507633,1.4982079609228272,3.85,,False
2008-09-29,66800,AIG,AMERICAN INTERNATIONAL GROUP,41.84100418410042,1049876000000.0,52141000000.0,163577000000.0,6722085000.0,215718000000.0,0.2054699793118425,-0.2311117209633865,1.5140408348965375,3.61,,False
2008-09-30,66800,AIG,AMERICAN INTERNATIONAL GROUP,55.73221757322176,1022237000000.0,22898000000.0,218950000000.0,8953817220.0,241848000000.0,0.2365870145572895,0.2866815721181974,1.54321635466338,3.85,,False
2008-10-01,66800,AIG,AMERICAN INTERNATIONAL GROUP,66.10878661087867,1022237000000.0,22898000000.0,218950000000.0,10620894300.0,241848000000.0,0.2365870145572895,0.170743274920678,1.5539108918218063,3.77,,False
2008-10-02,66800,AIG,AMERICAN INTERNATIONAL GROUP,66.94560669456067,1022237000000.0,22898000000.0,218950000000.0,10755336000.0,241848000000.0,0.2365870145572895,0.0125787822068599,1.554058149853781,3.66,,False
2008-10-03,66800,AIG,AMERICAN INTERNATIONAL GROUP,64.60251046025104,1022237000000.0,22898000000.0,218950000000.0,10378899240.0,241848000000.0,0.2365870145572895,-0.0356271776431511,1.5542054573035131,3.63,,False
2008-10-06,66800,AIG,AMERICAN INTERNATIONAL GROUP,64.76987447698745,1022237000000.0,22898000000.0,218950000000.0,10405787580.0,241848000000.0,0.2365870145572895,0.0025873235649511,1.5541615788826026,3.48,,False
2008-10-07,66800,AIG,AMERICAN INTERNATIONAL GROUP,58.74476987447699,1022237000000.0,22898000000.0,218950000000.0,9437807340.0,241848000000.0,0.2365870145572895,-0.097638469563916,1.5565065303382035,3.5,,False
2008-10-08,66800,AIG,AMERICAN INTERNATIONAL GROUP,53.38912133891213,1022237000000.0,22898000000.0,218950000000.0,8577380459.999999,241848000000.0,0.2365870145572895,-0.0955951206810212,1.5585904917645006,3.72,,False
2008-10-09,66800,AIG,AMERICAN INTERNATIONAL GROUP,40.00000000000001,1022237000000.0,22898000000.0,218950000000.0,6426313260.000001,241848000000.0,0.2365870145572895,-0.2887275508533337,1.5828925660805555,3.84,,False
2008-10-10,66800,AIG,AMERICAN INTERNATIONAL GROUP,38.9958158995816,1022237000000.0,22898000000.0,218950000000.0,6264983220.0,241848000000.0,0.2365870145572895,-0.02542509836581,1.5829209096865646,3.89,,False
2008-10-13,66800,AIG,AMERICAN INTERNATIONAL GROUP,43.012552301255226,1022237000000.0,22898000000.0,218950000000.0,6910303380.0,241848000000.0,0.2365870145572895,0.0980376313295189,1.5867898009753247,3.89,,False
2008-10-14,66800,AIG,AMERICAN INTERNATIONAL GROUP,46.86192468619247,1022237000000.0,22898000000.0,218950000000.0,7528735199.999999,241848000000.0,0.2365870145572895,0.0857135182740299,1.5898434994516517,4.08,,False
2008-10-15,66800,AIG,AMERICAN INTERNATIONAL GROUP,40.669456066945614,1022237000000.0,22898000000.0,218950000000.0,6533866620.0,241848000000.0,0.2365870145572895,-0.141728159828701,1.5950725823555043,4.04,,False
2008-10-16,66800,AIG,AMERICAN INTERNATIONAL GROUP,40.669456066945614,1022237000000.0,22898000000.0,218950000000.0,6533866620.0,241848000000.0,0.2365870145572895,0.0,1.5951135708666089,3.99,,False
2008-10-17,66800,AIG,AMERICAN INTERNATIONAL GROUP,35.14644351464435,1022237000000.0,22898000000.0,218950000000.0,5646551400.0,241848000000.0,0.2365870145572895,-0.1459539126230798,1.6006374142730444,3.98,,False
2008-10-20,66800,AIG,AMERICAN INTERNATIONAL GROUP,38.66108786610879,1022237000000.0,22898000000.0,218950000000.0,6211206540.0,241848000000.0,0.2365870145572895,0.0953101798043247,1.6042945063834804,3.91,,False
2008-10-21,66800,AIG,AMERICAN INTERNATIONAL GROUP,36.98744769874477,1022237000000.0,22898000000.0,218950000000.0,5942323140.0,241848000000.0,0.2365870145572895,-0.0442550090040408,1.604499925380215,3.76,,False
2008-10-22,66800,AIG,AMERICAN INTERNATIONAL GROUP,35.31380753138075,1022237000000.0,22898000000.0,218950000000.0,5673439739.999999,241848000000.0,0.2365870145572895,-0.0463045680416862,1.604644334833099,3.65,,False
2008-10-23,66800,AIG,AMERICAN INTERNATIONAL GROUP,35.14644351464435,1022237000000.0,22898000000.0,218950000000.0,5646551400.0,241848000000.0,0.2365870145572895,-0.0047506027585977,1.6046539381911618,3.63,,False
2008-10-24,66800,AIG,AMERICAN INTERNATIONAL GROUP,28.451882845188283,1022237000000.0,22898000000.0,218950000000.0,4571017800.0,241848000000.0,0.2365870145572895,-0.211309093667207,1.61668981335922,3.76,,False
2008-10-27,66800,AIG,AMERICAN INTERNATIONAL GROUP,22.594142259414227,1022237000000.0,22898000000.0,218950000000.0,3629925900.000001,241848000000.0,0.2365870145572895,-0.2305236586118322,1.6309555847759742,3.79,,False
2008-10-28,66800,AIG,AMERICAN INTERNATIONAL GROUP,30.62761506276151,1022237000000.0,22898000000.0,218950000000.0,4920566220.0,241848000000.0,0.2365870145572895,0.3042113744029915,1.661652709018719,3.89,,False
2008-10-29,66800,AIG,AMERICAN INTERNATIONAL GROUP,25.94142259414226,1022237000000.0,22898000000.0,218950000000.0,4167692700.0,241848000000.0,0.2365870145572895,-0.1660610359221744,1.6685693032385238,3.93,,False
2008-10-30,66800,AIG,AMERICAN INTERNATIONAL GROUP,27.28033472803348,1022237000000.0,22898000000.0,218950000000.0,4382799420.0,241848000000.0,0.2365870145572895,0.0503250838875158,1.6697223973359268,4.0,,False
2008-10-31,66800,AIG,AMERICAN INTERNATIONAL GROUP,31.96652719665272,1022237000000.0,22898000000.0,218950000000.0,5135672939.999999,241848000000.0,0.2365870145572895,0.1585232272398674,1.677949994926575,4.01,,False
2008-11-03,66800,AIG,AMERICAN INTERNATIONAL GROUP,35.81589958158996,1022237000000.0,22898000000.0,218950000000.0,5754104760.000001,241848000000.0,0.2365870145572895,0.1137025869752215,1.682743163727605,3.96,,False
2008-11-04,66800,AIG,AMERICAN INTERNATIONAL GROUP,40.33472803347281,1022237000000.0,22898000000.0,218950000000.0,6480089940.0,241848000000.0,0.2365870145572895,0.1188209184688034,1.6877976018845315,3.81,,False
2008-11-05,66800,AIG,AMERICAN INTERNATIONAL GROUP,34.47698744769875,1022237000000.0,22898000000.0,218950000000.0,5538998040.0,241848000000.0,0.2365870145572895,-0.1569207647010739,1.6930538211081845,3.73,,False
2008-11-06,66800,AIG,AMERICAN INTERNATIONAL GROUP,31.29707112970712,1022237000000.0,22898000000.0,218950000000.0,5028119580.0,241848000000.0,0.2365870145572895,-0.0967675519349942,1.6941874688325853,3.75,,False
2008-11-07,66800,AIG,AMERICAN INTERNATIONAL GROUP,35.31380753138075,1022237000000.0,22898000000.0,218950000000.0,5673439739.999999,241848000000.0,0.2365870145572895,0.1207495166214797,1.699386026792896,3.83,,False
2008-11-10,66800,AIG,AMERICAN INTERNATIONAL GROUP,38.15899581589958,1022237000000.0,22898000000.0,218950000000.0,6130541520.0,241848000000.0,0.2365870145572895,0.0774874954783743,1.7015019230696051,3.82,,False
2008-11-11,66800,AIG,AMERICAN INTERNATIONAL GROUP,37.82426778242677,1022237000000.0,22898000000.0,218950000000.0,6076764840.0,241848000000.0,0.2365870145572895,-0.008810629682155,1.7014883289952814,3.82,,False
2008-11-12,66800,AIG,AMERICAN INTERNATIONAL GROUP,33.97489539748954,1022237000000.0,22898000000.0,218950000000.0,5458333020.0,241848000000.0,0.2365870145572895,-0.1073290202304983,1.7032317995783717,3.75,,False
2008-11-13,66800,AIG,AMERICAN INTERNATIONAL GROUP,34.47698744769875,1022237000000.0,22898000000.0,218950000000.0,5538998040.0,241848000000.0,0.2365870145572895,0.0146701897477938,1.703372333327984,3.84,,False
2008-11-14,66800,AIG,AMERICAN INTERNATIONAL GROUP,34.811715481171554,1022237000000.0,22898000000.0,218950000000.0,5592774720.0,241848000000.0,0.2365870145572895,0.0096619109117368,1.7032723583097005,3.72,,False
2008-11-17,66800,AIG,AMERICAN INTERNATIONAL GROUP,31.96652719665272,1022237000000.0,22898000000.0,218950000000.0,5135672939.999999,241848000000.0,0.2365870145572895,-0.0852646516546882,1.7047932111667865,3.68,,False
2008-11-18,66800,AIG,AMERICAN INTERNATIONAL GROUP,32.63598326359833,1022237000000.0,22898000000.0,218950000000.0,5243226300.0,241848000000.0,0.2365870145572895,0.0207261305171169,1.705124123023755,3.53,,False
2008-11-19,66800,AIG,AMERICAN INTERNATIONAL GROUP,26.108786610878663,1022237000000.0,22898000000.0,218950000000.0,4194581040.0,241848000000.0,0.2365870145572895,-0.2231435513142097,1.717989147888756,3.38,,False
