date,permno,tic,conm,PRC,atq,dlcq,dlttq,SHROUT,market_cap,total_debt,leverage,log_return,equity_volatility,rf,merton_pd,pd_valid
2008-10-29,66800,AIG,AMERICAN INTERNATIONAL GROUP,1.55,1022237000000.0,22898000000.0,218950000000.0,2688834.0,4167692700.0,132373000000.0,0.2365870145572895,-0.1660610359221744,1.6685693032385236,3.93,,False
2008-10-30,66800,AIG,AMERICAN INTERNATIONAL GROUP,1.63,1022237000000.0,22898000000.0,218950000000.0,2688834.0,4382799420.0,132373000000.0,0.2365870145572895,0.0503250838875156,1.6697223973359263,4.0,,False
2008-10-31,66800,AIG,AMERICAN INTERNATIONAL GROUP,1.91,1022237000000.0,22898000000.0,218950000000.0,2688834.0,5135672939.999999,132373000000.0,0.2365870145572895,0.1585232272398676,1.6779499949265748,4.01,,False
2008-11-03,66800,AIG,AMERICAN INTERNATIONAL GROUP,2.14,1022237000000.0,22898000000.0,218950000000.0,2688834.0,5754104760.000001,132373000000.0,0.2365870145572895,0.1137025869752217,1.6827431637276045,3.96,,False
2008-11-04,66800,AIG,AMERICAN INTERNATIONAL GROUP,2.41,1022237000000.0,22898000000.0,218950000000.0,2688834.0,6480089940.0,132373000000.0,0.2365870145572895,0.1188209184688034,1.687797601884531,3.81,,False
2008-11-05,66800,AIG,AMERICAN INTERNATIONAL GROUP,2.06,1022237000000.0,22898000000.0,218950000000.0,2688834.0,5538998040.0,132373000000.0,0.2365870145572895,-0.1569207647010739,1.693053821108184,3.73,,False
2008-11-06,66800,AIG,AMERICAN INTERNATIONAL GROUP,1.87,1022237000000.0,22898000000.0,218950000000.0,2688834.0,5028119580.0,132373000000.0,0.2365870145572895,-0.0967675519349944,1.694187468832585,3.75,,False
2008-11-07,66800,AIG,AMERICAN INTERNATIONAL GROUP,2.11,1022237000000.0,22898000000.0,218950000000.0,2688834.0,5673439739.999999,132373000000.0,0.2365870145572895,0.1207495166214797,1.699386026792896,3.83,,False
2008-11-10,66800,AIG,AMERICAN INTERNATIONAL GROUP,2.28,1022237000000.0,22898000000.0,218950000000.0,2688834.0,6130541520.0,132373000000.0,0.2365870145572895,0.0774874954783743,1.7015019230696051,3.82,,False
2008-11-11,66800,AIG,AMERICAN INTERNATIONAL GROUP,2.26,1022237000000.0,22898000000.0,218950000000.0,2688834.0,6076764840.0,132373000000.0,0.2365870145572895,-0.0088106296821549,1.7014883289952811,3.82,,False
2008-11-12,66800,AIG,AMERICAN INTERNATIONAL GROUP,2.03,1022237000000.0,22898000000.0,218950000000.0,2688834.0,5458333020.0,132373000000.0,0.2365870145572895,-0.1073290202304986,1.7032317995783717,3.75,,False
2008-11-13,66800,AIG,AMERICAN INTERNATIONAL GROUP,2.06,1022237000000.0,22898000000.0,218950000000.0,2688834.0,5538998040.0,132373000000.0,0.2365870145572895,0.0146701897477938,1.7033723333279838,3.84,,False
2008-11-14,66800,AIG,AMERICAN INTERNATIONAL GROUP,2.08,1022237000000.0,22898000000.0,218950000000.0,2688834.0,5592774720.0,132373000000.0,0.2365870145572895,0.0096619109117368,1.7032723583097005,3.72,,False
2008-11-17,66800,AIG,AMERICAN INTERNATIONAL GROUP,1.91,1022237000000.0,22898000000.0,218950000000.0,2688834.0,5135672939.999999,132373000000.0,0.2365870145572895,-0.0852646516546881,1.7047932111667865,3.68,,False
2008-11-18,66800,AIG,AMERICAN INTERNATIONAL GROUP,1.95,1022237000000.0,22898000000.0,218950000000.0,2688834.0,5243226300.0,132373000000.0,0.2365870145572895,0.0207261305171169,1.705124123023755,3.53,,False
2008-11-19,66800,AIG,AMERICAN INTERNATIONAL GROUP,1.56,1022237000000.0,22898000000.0,218950000000.0,2688834.0,4194581040.0,132373000000.0,0.2365870145572895,-0.2231435513142097,1.717989147888756,3.38,,False
2008-11-20,66800,AIG,AMERICAN INTERNATIONAL GROUP,1.44,1022237000000.0,22898000000.0,218950000000.0,2688834.0,3871920960.0,132373000000.0,0.2365870145572895,-0.0800427076735365,1.7186746723101298,3.1,,False
2008-11-21,66800,AIG,AMERICAN INTERNATIONAL GROUP,1.6,1022237000000.0,22898000000.0,218950000000.0,2688834.0,4302134400.0,132373000000.0,0.2365870145572895,0.1053605156578263,1.72220008023474,3.2,,False
2008-11-24,66800,AIG,AMERICAN INTERNATIONAL GROUP,1.77,1022237000000.0,22898000000.0,218950000000.0,2688834.0,4759236180.0,132373000000.0,0.2365870145572895,0.1009759173400021,1.726020651321074,3.35,,False
2008-11-25,66800,AIG,AMERICAN INTERNATIONAL GROUP,1.77,1022237000000.0,22898000000.0,218950000000.0,2688834.0,4759236180.0,132373000000.0,0.2365870145572895,0.0,1.725358539764195,3.11,,False
2008-11-26,66800,AIG,AMERICAN INTERNATIONAL GROUP,1.95,1022237000000.0,22898000000.0,218950000000.0,2688834.0,5243226300.0,132373000000.0,0.2365870145572895,0.0968498259899176,1.7274304478775222,2.99,,False
2008-11-28,66800,AIG,AMERICAN INTERNATIONAL GROUP,2.01,1022237000000.0,22898000000.0,218950000000.0,2689938.0,5406775380.0,132373000000.0,0.2365870145572895,0.0303053494953288,1.7279720716726783,2.93,,False
2008-12-01,66800,AIG,AMERICAN INTERNATIONAL GROUP,1.65,1022237000000.0,22898000000.0,218950000000.0,2689938.0,4438397700.0,132373000000.0,0.2365870145572895,-0.1973594341584951,1.7375222685371183,2.72,,False
