gvkey,datadate,fyearq,fqtr,fyr,indfmt,consol,popsrc,datafmt,tic,conm,curcdq,datacqtr,datafqtr,atq,dlcq,dlttq,lseq,exchg,costat
002817,2016-03-31,2016,1,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2016Q1,2016Q1,78307.0000,13893.0000,24470.0000,78307.0000,11,A
002817,2016-06-30,2016,2,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2016Q2,2016Q2,78300.0000,14343.0000,23980.0000,78300.0000,11,A
002817,2016-09-30,2016,3,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2016Q3,2016Q3,76402.0000,13488.0000,23622.0000,76402.0000,11,A
002817,2016-12-31,2016,4,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2016Q4,2016Q4,74704.0000,13965.0000,22818.0000,74704.0000,11,A
002817,2017-03-31,2017,1,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2017Q1,2017Q1,77549.0000,14557.0000,23725.0000,77549.0000,11,A
002817,2017-06-30,2017,2,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2017Q2,2017Q2,78510.0000,13377.0000,23815.0000,78510.0000,11,A
002817,2017-09-30,2017,3,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2017Q3,2017Q3,78560.0000,11089.0000,24835.0000,78560.0000,11,A
002817,2017-12-31,2017,4,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2017Q4,2017Q4,76962.0000,11031.0000,23847.0000,76962.0000,11,A
002817,2018-03-31,2018,1,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2018Q1,2018Q1,78014.0000,12150.0000,23165.0000,78014.0000,11,A
002817,2018-06-30,2018,2,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2018Q2,2018Q2,78987.0000,12470.0000,23699.0000,78987.0000,11,A
002817,2018-09-30,2018,3,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2018Q3,2018Q3,78209.0000,10332.0000,25441.0000,78209.0000,11,A
002817,2018-12-31,2018,4,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2018Q4,2018Q4,78509.0000,11553.0000,25000.0000,78509.0000,11,A
002817,2019-03-31,2019,1,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2019Q1,2019Q1,78726.0000,11730.0000,24753.0000,78726.0000,11,A
002817,2019-06-30,2019,2,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2019Q2,2019Q2,79187.0000,11701.0000,25244.0000,79187.0000,11,A
002817,2019-09-30,2019,3,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2019Q3,2019Q3,77993.0000,12496.0000,26050.0000,77993.0000,11,A
002817,2019-12-31,2019,4,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2019Q4,2019Q4,78453.0000,11549.0000,26742.0000,78453.0000,11,A
002817,2020-03-31,2020,1,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2020Q1,2020Q1,75894.0000,12724.0000,24369.0000,75894.0000,11,A
002817,2020-06-30,2020,2,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2020Q2,2020Q2,76566.0000,11715.0000,26907.0000,76566.0000,11,A
002817,2020-09-30,2020,3,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2020Q3,2020Q3,76741.0000,12019.0000,26107.0000,76741.0000,11,A
002817,2020-12-31,2020,4,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2020Q4,2020Q4,78324.0000,11327.0000,26456.0000,78324.0000,11,A
002817,2021-03-31,2021,1,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2021Q1,2021Q1,80729.0000,11824.0000,26356.0000,80729.0000,11,A
002817,2021-06-30,2021,2,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2021Q2,2021Q2,81697.0000,11381.0000,26204.0000,81697.0000,11,A
002817,2021-09-30,2021,3,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2021Q3,2021Q3,80784.0000,9630.0000,27154.0000,80784.0000,11,A
002817,2021-12-31,2021,4,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2021Q4,2021Q4,82793.0000,11914.0000,26517.0000,82793.0000,11,A
002817,2022-03-31,2022,1,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2022Q1,2022Q1,82276.0000,12307.0000,25277.0000,82276.0000,11,A
002817,2022-06-30,2022,2,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2022Q2,2022Q2,81107.0000,10743.0000,26219.0000,81107.0000,11,A
002817,2022-09-30,2022,3,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2022Q3,2022Q3,80907.0000,11016.0000,25509.0000,80907.0000,11,A
002817,2022-12-31,2022,4,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2022Q4,2022Q4,81943.0000,11430.0000,26142.0000,81943.0000,11,A
002817,2023-03-31,2023,1,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2023Q1,2023Q1,83649.0000,12165.0000,24873.0000,83649.0000,11,A
002817,2023-06-30,2023,2,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2023Q2,2023Q2,85427.0000,14714.0000,22985.0000,85427.0000,11,A
002817,2023-09-30,2023,3,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2023Q3,2023Q3,86791.0000,12880.0000,24259.0000,86791.0000,11,A
002817,2023-12-31,2023,4,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2023Q4,2023Q4,87476.0000,13553.0000,24899.0000,87476.0000,11,A
002817,2024-03-31,2024,1,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2024Q1,2024Q1,83741.0000,13022.0000,24831.0000,83741.0000,11,A
002817,2024-06-30,2024,2,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2024Q2,2024Q2,83336.0000,13475.0000,23836.0000,83336.0000,11,A
002817,2024-09-30,2024,3,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2024Q3,2024Q3,86273.0000,12117.0000,25784.0000,86273.0000,11,A
002817,2024-12-31,2024,4,12,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,2024Q4,2024Q4,87764.0000,11201.0000,27810.0000,87764.0000,11,A
002968,2005-03-31,2005,1,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2005Q1,2005Q1,1178305.0000,160249.0000,110611.0000,1178305.0000,11,A
002968,2005-06-30,2005,2,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2005Q2,2005Q2,1171283.0000,162908.0000,113180.0000,1171283.0000,11,A
002968,2005-09-30,2005,3,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2005Q3,2005Q3,1203033.0000,174970.0000,113475.0000,1203033.0000,11,A
002968,2005-12-31,2005,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2005Q4,2005Q4,1198942.0000,166590.0000,103563.0000,1198942.0000,11,A
002968,2006-03-31,2006,1,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2006Q1,2006Q1,1273282.0000,181339.0000,123113.0000,1273282.0000,11,A
002968,2006-06-30,2006,2,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2006Q2,2006Q2,1328001.0000,204530.0000,136107.0000,1328001.0000,11,A
002968,2006-09-30,2006,3,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2006Q3,2006Q3,1338029.0000,222782.0000,139928.0000,1338029.0000,11,A
002968,2006-12-31,2006,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2006Q4,2006Q4,1351520.0000,227347.0000,117358.0000,1351520.0000,11,A
002968,2007-03-31,2007,1,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2007Q1,2007Q1,1408918.0000,264142.0000,155307.0000,1408918.0000,11,A
002968,2007-06-30,2007,2,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2007Q2,2007Q2,1458042.0000,260340.0000,172163.0000,1458042.0000,11,A
002968,2007-09-30,2007,3,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2007Q3,2007Q3,1479575.0000,243899.0000,188626.0000,1479575.0000,11,A
002968,2007-12-31,2007,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2007Q4,2007Q4,1562147.0000,261525.0000,169182.0000,1562147.0000,11,A
002968,2008-03-31,2008,1,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2008Q1,2008Q1,1642862.0000,271665.0000,205367.0000,1642862.0000,11,A
002968,2008-06-30,2008,2,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2008Q2,2008Q2,1775670.0000,267469.0000,277455.0000,1775670.0000,11,A
002968,2008-09-30,2008,3,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2008Q3,2008Q3,2251469.0000,446382.0000,255432.0000,2251469.0000,11,A
002968,2008-12-31,2008,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2008Q4,2008Q4,2175052.0000,398817.0000,234657.0000,2175052.0000,11,A
002968,2009-03-31,2009,1,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2009Q1,2009Q1,2079188.0000,425179.0000,261845.0000,2079188.0000,11,A
002968,2009-06-30,2009,2,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2009Q2,2009Q2,2026642.0000,417612.0000,271939.0000,2026642.0000,11,A
002968,2009-09-30,2009,3,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2009Q3,2009Q3,2041009.0000,414963.0000,272124.0000,2041009.0000,11,A
002968,2009-12-31,2009,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2009Q4,2009Q4,2031989.0000,396022.0000,229243.0000,2031989.0000,11,A
002968,2010-03-31,2010,1,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2010Q1,2010Q1,2135796.0000,345725.0000,311838.0000,2135796.0000,11,A
002968,2010-06-30,2010,2,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2010Q2,2010Q2,2014019.0000,278537.0000,293049.0000,2014019.0000,11,A
002968,2010-09-30,2010,3,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2010Q3,2010Q3,2141595.0000,352772.0000,307231.0000,2141595.0000,11,A
002968,2010-12-31,2010,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2010Q4,2010Q4,2117605.0000,415194.0000,201791.0000,2117605.0000,11,A
002968,2011-03-31,2011,1,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2011Q1,2011Q1,2198161.0000,331466.0000,306320.0000,2198161.0000,11,A
002968,2011-06-30,2011,2,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2011Q2,2011Q2,2246764.0000,305284.0000,309436.0000,2246764.0000,11,A
002968,2011-09-30,2011,3,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2011Q3,2011Q3,2289240.0000,289658.0000,303006.0000,2289240.0000,11,A
002968,2011-12-31,2011,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2011Q4,2011Q4,2265792.0000,342204.0000,201642.0000,2265792.0000,11,A
002968,2012-03-31,2012,1,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2012Q1,2012Q1,2320164.0000,301060.0000,283129.0000,2320164.0000,11,A
002968,2012-06-30,2012,2,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2012Q2,2012Q2,2290146.0000,312220.0000,261228.0000,2290146.0000,11,A
002968,2012-09-30,2012,3,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2012Q3,2012Q3,2321284.0000,312692.0000,263395.0000,2321284.0000,11,A
002968,2012-12-31,2012,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2012Q4,2012Q4,2359141.0000,326806.0000,244324.0000,2359141.0000,11,A
002968,2013-03-31,2013,1,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2013Q1,2013Q1,2389349.0000,307080.0000,295561.0000,2389349.0000,11,A
002968,2013-06-30,2013,2,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2013Q2,2013Q2,2439494.0000,315593.0000,296597.0000,2439494.0000,11,A
002968,2013-09-30,2013,3,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2013Q3,2013Q3,2463309.0000,272469.0000,293808.0000,2463309.0000,11,A
002968,2013-12-31,2013,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2013Q4,2013Q4,2415689.0000,284445.0000,250449.0000,2415689.0000,11,A
002968,2014-03-31,2014,1,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2014Q1,2014Q1,2476986.0000,278267.0000,306463.0000,2476986.0000,11,A
002968,2014-06-30,2014,2,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2014Q2,2014Q2,2520336.0000,280365.0000,304642.0000,2520336.0000,11,A
002968,2014-09-30,2014,3,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2014Q3,2014Q3,2527005.0000,258706.0000,300613.0000,2527005.0000,11,A
002968,2014-12-31,2014,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2014Q4,2014Q4,2573126.0000,296827.0000,268676.0000,2573126.0000,11,A
002968,2015-03-31,2015,1,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2015Q1,2015Q1,2577148.0000,252233.0000,309643.0000,2577148.0000,11,A
002968,2015-06-30,2015,2,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2015Q2,2015Q2,2449599.0000,223135.0000,316754.0000,2449599.0000,11,A
002968,2015-09-30,2015,3,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2015Q3,2015Q3,2417121.0000,199975.0000,320119.0000,2417121.0000,11,A
002968,2015-12-31,2015,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2015Q4,2015Q4,2351698.0000,218863.0000,259133.0000,2351698.0000,11,A
002968,2016-03-31,2016,1,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2016Q1,2016Q1,2423808.0000,178489.0000,310457.0000,2423808.0000,11,A
002968,2016-06-30,2016,2,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2016Q2,2016Q2,2466096.0000,183323.0000,315572.0000,2466096.0000,11,A
002968,2016-09-30,2016,3,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2016Q3,2016Q3,2521029.0000,180749.0000,333897.0000,2521029.0000,11,A
002968,2016-12-31,2016,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2016Q4,2016Q4,2490972.0000,224109.0000,271245.0000,2490972.0000,11,A
002968,2017-03-31,2017,1,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2017Q1,2017Q1,2546290.0000,198224.0000,313834.0000,2546290.0000,11,A
002968,2017-06-30,2017,2,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2017Q2,2017Q2,2563174.0000,187828.0000,323909.0000,2563174.0000,11,A
002968,2017-09-30,2017,3,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2017Q3,2017Q3,2563074.0000,193641.0000,318301.0000,2563074.0000,11,A
002968,2017-12-31,2017,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2017Q4,2017Q4,2533600.0000,226276.0000,268522.0000,2533600.0000,11,A
002968,2018-03-31,2018,1,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2018Q1,2018Q1,2609785.0000,241758.0000,274449.0000,2609785.0000,11,A
002968,2018-06-30,2018,2,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2018Q2,2018Q2,2590050.0000,239211.0000,273114.0000,2590050.0000,11,A
002968,2018-09-30,2018,3,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2018Q3,2018Q3,2615183.0000,246243.0000,270124.0000,2615183.0000,11,A
002968,2018-12-31,2018,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2018Q4,2018Q4,2622532.0000,283990.0000,249637.0000,2622532.0000,11,A
002968,2019-03-31,2019,1,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2019Q1,2019Q1,2737188.0000,293982.0000,299455.0000,2737188.0000,11,A
002968,2019-06-30,2019,2,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2019Q2,2019Q2,2727379.0000,261573.0000,297273.0000,2727379.0000,11,A
002968,2019-09-30,2019,3,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2019Q3,2019Q3,2764661.0000,296659.0000,304897.0000,2764661.0000,11,A
002968,2019-12-31,2019,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2019Q4,2019Q4,2687379.0000,262878.0000,261720.0000,2687379.0000,11,A
002968,2020-03-31,2020,1,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2020Q1,2020Q1,3139431.0000,285116.0000,307860.0000,3139431.0000,11,A
002968,2020-06-30,2020,2,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2020Q2,2020Q2,3213115.0000,283661.0000,325429.0000,3213115.0000,11,A
002968,2020-09-30,2020,3,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2020Q3,2020Q3,3246076.0000,278432.0000,287510.0000,3246076.0000,11,A
002968,2020-12-31,2020,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2020Q4,2020Q4,3386071.0000,287351.0000,263259.0000,3386071.0000,11,A
002968,2021-03-31,2021,1,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2021Q1,2021Q1,3689336.0000,358997.0000,287848.0000,3689336.0000,11,A
002968,2021-06-30,2021,2,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2021Q2,2021Q2,3684256.0000,297375.0000,308212.0000,3684256.0000,11,A
002968,2021-09-30,2021,3,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2021Q3,2021Q3,3757576.0000,305313.0000,306727.0000,3757576.0000,11,A
002968,2021-12-31,2021,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2021Q4,2021Q4,3743567.0000,270710.0000,286557.0000,3743567.0000,11,A
002968,2022-03-31,2022,1,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2022Q1,2022Q1,3954687.0000,281444.0000,301588.0000,3954687.0000,11,A
002968,2022-06-30,2022,2,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2022Q2,2022Q2,3841314.0000,281141.0000,296538.0000,3841314.0000,11,A
002968,2022-09-30,2022,3,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2022Q3,2022Q3,3773884.0000,287805.0000,295707.0000,3773884.0000,11,A
002968,2022-12-31,2022,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2022Q4,2022Q4,3665743.0000,278803.0000,271885.0000,3665743.0000,11,A
002968,2023-03-31,2023,1,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2023Q1,2023Q1,3744305.0000,288637.0000,303602.0000,3744305.0000,11,A
002968,2023-06-30,2023,2,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2023Q2,2023Q2,3868240.0000,307294.0000,372834.0000,3868240.0000,11,A
002968,2023-09-30,2023,3,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2023Q3,2023Q3,3898333.0000,314220.0000,371490.0000,3898333.0000,11,A
002968,2023-12-31,2023,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2023Q4,2023Q4,3875393.0000,312421.0000,349484.0000,3875393.0000,11,A
002968,2024-03-31,2024,1,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2024Q1,2024Q1,4090727.0000,371938.0000,404635.0000,4090727.0000,11,A
002968,2024-06-30,2024,2,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2024Q2,2024Q2,4143003.0000,448140.0000,402767.0000,4143003.0000,11,A
002968,2024-09-30,2024,3,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2024Q3,2024Q3,4210048.0000,439975.0000,418998.0000,4210048.0000,11,A
002968,2024-12-31,2024,4,12,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2024Q4,2024Q4,4002814.0000,390690.0000,369356.0000,4002814.0000,11,A
003243,2005-03-31,2005,1,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2005Q1,2005Q1,1489891.0000,,270639.0000,1489891.0000,11,A
003243,2005-06-30,2005,2,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2005Q2,2005Q2,1547789.0000,,274330.0000,1547789.0000,11,A
003243,2005-09-30,2005,3,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2005Q3,2005Q3,1472793.0000,,272118.0000,1472793.0000,11,A
003243,2005-12-31,2005,4,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2005Q4,2005Q4,1494037.0000,374436.0000,178324.0000,1494037.0000,11,A
003243,2006-03-31,2006,1,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2006Q1,2006Q1,1586201.0000,,285295.0000,1586201.0000,11,A
003243,2006-06-30,2006,2,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2006Q2,2006Q2,1626551.0000,,312138.0000,1626551.0000,11,A
003243,2006-09-30,2006,3,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2006Q3,2006Q3,1746586.0000,,330590.0000,1746586.0000,11,A
003243,2006-12-31,2006,4,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2006Q4,2006Q4,1884318.0000,499293.0000,249975.0000,1884318.0000,11,A
003243,2007-03-31,2007,1,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2007Q1,2007Q1,2020966.0000,,421947.0000,2020966.0000,11,A
003243,2007-06-30,2007,2,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2007Q2,2007Q2,2220866.0000,,507216.0000,2220866.0000,11,A
003243,2007-09-30,2007,3,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2007Q3,2007Q3,2358266.0000,,558830.0000,2358266.0000,11,A
003243,2007-12-31,2007,4,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2007Q4,2007Q4,2187631.0000,562857.0000,326443.0000,2187631.0000,11,A
003243,2008-03-31,2008,1,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2008Q1,2008Q1,2199848.0000,491363.0000,424959.0000,2199848.0000,11,A
003243,2008-06-30,2008,2,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2008Q2,2008Q2,2100385.0000,433527.0000,417928.0000,2100385.0000,11,A
003243,2008-09-30,2008,3,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2008Q3,2008Q3,2050131.0000,421196.0000,393097.0000,2050131.0000,11,A
003243,2008-12-31,2008,4,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2008Q4,2008Q4,1938470.0000,449196.0000,271121.0000,1938470.0000,11,A
003243,2009-03-31,2009,1,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2009Q1,2009Q1,1822578.0000,350880.0000,337252.0000,1822578.0000,11,A
003243,2009-06-30,2009,2,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2009Q2,2009Q2,1848533.0000,329674.0000,348046.0000,1848533.0000,11,A
003243,2009-09-30,2009,3,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2009Q3,2009Q3,1888599.0000,310878.0000,379557.0000,1888599.0000,11,A
003243,2009-12-31,2009,4,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2009Q4,2009Q4,1856646.0000,317885.0000,316857.0000,1856646.0000,11,A
003243,2010-03-31,2010,1,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2010Q1,2010Q1,2002213.0000,387739.0000,439274.0000,2002213.0000,11,A
003243,2010-06-30,2010,2,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2010Q2,2010Q2,1937656.0000,360592.0000,413297.0000,1937656.0000,11,A
003243,2010-09-30,2010,3,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2010Q3,2010Q3,1983280.0000,358617.0000,387330.0000,1983280.0000,11,A
003243,2010-12-31,2010,4,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2010Q4,2010Q4,1913902.0000,380663.0000,309710.0000,1913902.0000,11,A
003243,2011-03-31,2011,1,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2011Q1,2011Q1,1947815.0000,352712.0000,376541.0000,1947815.0000,11,A
003243,2011-06-30,2011,2,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2011Q2,2011Q2,1956626.0000,370215.0000,352458.0000,1956626.0000,11,A
003243,2011-09-30,2011,3,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2011Q3,2011Q3,1935992.0000,377027.0000,333824.0000,1935992.0000,11,A
003243,2011-12-31,2011,4,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2011Q4,2011Q4,1873878.0000,373694.0000,239598.0000,1873878.0000,11,A
003243,2012-03-31,2012,1,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2012Q1,2012Q1,1944423.0000,363821.0000,311079.0000,1944423.0000,11,A
003243,2012-06-30,2012,2,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2012Q2,2012Q2,1916451.0000,344108.0000,288334.0000,1916451.0000,11,A
003243,2012-09-30,2012,3,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2012Q3,2012Q3,1931346.0000,347805.0000,271862.0000,1931346.0000,11,A
003243,2012-12-31,2012,4,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2012Q4,2012Q4,1864660.0000,341811.0000,196812.0000,1864660.0000,11,A
003243,2013-03-31,2013,1,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2013Q1,2013Q1,1881734.0000,309040.0000,234326.0000,1881734.0000,11,A
003243,2013-06-30,2013,2,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2013Q2,2013Q2,1883988.0000,316784.0000,220959.0000,1883988.0000,11,A
003243,2013-09-30,2013,3,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2013Q3,2013Q3,1899511.0000,320368.0000,221593.0000,1899511.0000,11,A
003243,2013-12-31,2013,4,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2013Q4,2013Q4,1880382.0000,340477.0000,177692.0000,1880382.0000,11,A
003243,2014-03-31,2014,1,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2014Q1,2014Q1,1894736.0000,305037.0000,222747.0000,1894736.0000,11,A
003243,2014-06-30,2014,2,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2014Q2,2014Q2,1909715.0000,295622.0000,226984.0000,1909715.0000,11,A
003243,2014-09-30,2014,3,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2014Q3,2014Q3,1882849.0000,292760.0000,223842.0000,1882849.0000,11,A
003243,2014-12-31,2014,4,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2014Q4,2014Q4,1842530.0000,307887.0000,192010.0000,1842530.0000,11,A
003243,2015-03-31,2015,1,12,INDL,C,D,STD,C,CITIGROUP INC,USD,2015Q1,2015Q1,1831801.0000,259207.0000,210522.0000,1831801.0000,11,A
