gvkey,datadate,fyearq,fqtr,fyr,indfmt,consol,popsrc,datafmt,tic,conm,curcdq,datacqtr,datafqtr,atq,dlcq,dlttq,lseq,exchg,costat
006008,2010-09-30,2010,3,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2010Q3,2010Q3,60588.0000,259.0000,2073.0000,60588.0000,14,A
006008,2010-12-31,2010,4,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2010Q4,2010Q4,63186.0000,38.0000,2077.0000,63186.0000,14,A
006008,2011-03-31,2011,1,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2011Q1,2011Q1,65552.0000,54.0000,2083.0000,65552.0000,14,A
006008,2011-06-30,2011,2,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2011Q2,2011Q2,66089.0000,71.0000,2090.0000,66089.0000,14,A
006008,2011-09-30,2011,3,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2011Q3,2011Q3,70551.0000,66.0000,7076.0000,70551.0000,14,A
006008,2011-12-31,2011,4,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2011Q4,2011Q4,71119.0000,247.0000,7084.0000,71119.0000,14,A
006008,2012-03-31,2012,1,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2012Q1,2012Q1,71817.0000,362.0000,7088.0000,71817.0000,14,A
006008,2012-06-30,2012,2,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2012Q2,2012Q2,72352.0000,92.0000,7093.0000,72352.0000,14,A
006008,2012-09-30,2012,3,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2012Q3,2012Q3,74441.0000,56.0000,7100.0000,74441.0000,14,A
006008,2012-12-31,2012,4,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2012Q4,2012Q4,84351.0000,312.0000,13136.0000,84351.0000,14,A
006008,2013-03-31,2013,1,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2013Q1,2013Q1,83083.0000,88.0000,13143.0000,83083.0000,14,A
006008,2013-06-30,2013,2,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2013Q2,2013Q2,85661.0000,263.0000,13150.0000,85661.0000,14,A
006008,2013-09-30,2013,3,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2013Q3,2013Q3,90551.0000,350.0000,13157.0000,90551.0000,14,A
006008,2013-12-31,2013,4,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2013Q4,2013Q4,92358.0000,281.0000,13165.0000,92358.0000,14,A
006008,2014-03-31,2014,1,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2014Q1,2014Q1,91932.0000,36.0000,13172.0000,91932.0000,14,A
006008,2014-06-30,2014,2,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2014Q2,2014Q2,91793.0000,14.0000,13180.0000,91793.0000,14,A
006008,2014-09-30,2014,3,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2014Q3,2014Q3,90616.0000,1164.0000,12103.0000,90616.0000,14,A
006008,2014-12-31,2014,4,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2014Q4,2014Q4,91956.0000,1588.0000,12107.0000,91956.0000,14,A
006008,2015-03-31,2015,1,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2015Q1,2015Q1,89566.0000,1121.0000,12112.0000,89566.0000,14,A
006008,2015-06-30,2015,2,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2015Q2,2015Q2,90492.0000,1095.0000,12116.0000,90492.0000,14,A
006008,2015-09-30,2015,3,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2015Q3,2015Q3,98552.0000,1088.0000,20059.0000,98552.0000,14,A
006008,2015-12-31,2015,4,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2015Q4,2015Q4,103065.0000,2593.0000,20036.0000,103065.0000,14,A
006008,2016-03-31,2016,1,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2016Q1,2016Q1,105467.0000,3519.0000,21775.0000,105467.0000,14,A
006008,2016-06-30,2016,2,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2016Q2,2016Q2,109831.0000,4545.0000,24053.0000,109831.0000,14,A
006008,2016-09-30,2016,3,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2016Q3,2016Q3,112217.0000,3557.0000,24043.0000,112217.0000,14,A
006008,2016-12-31,2016,4,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2016Q4,2016Q4,113327.0000,4609.0000,20649.0000,113327.0000,14,A
006008,2017-03-31,2017,1,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2017Q1,2017Q1,115648.0000,5073.0000,20678.0000,115648.0000,14,A
006008,2017-06-30,2017,2,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2017Q2,2017Q2,122107.0000,4117.0000,27855.0000,122107.0000,14,A
006008,2017-09-30,2017,3,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2017Q3,2017Q3,127088.0000,4121.0000,27498.0000,127088.0000,14,A
006008,2017-12-31,2017,4,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2017Q4,2017Q4,123249.0000,1739.0000,25037.0000,123249.0000,14,A
006008,2018-03-31,2018,1,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2018Q1,2018Q1,128596.0000,3842.0000,24770.0000,128596.0000,14,A
006008,2018-06-30,2018,2,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2018Q2,2018Q2,125972.0000,3510.0000,24632.0000,125972.0000,14,A
006008,2018-09-30,2018,3,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2018Q3,2018Q3,128242.0000,3051.0000,24823.0000,128242.0000,14,A
006008,2018-12-31,2018,4,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2018Q4,2018Q4,127963.0000,1261.0000,25098.0000,127963.0000,14,A
006008,2019-03-31,2019,1,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2019Q1,2019Q1,129458.0000,2927.0000,26175.0000,129458.0000,14,A
006008,2019-06-30,2019,2,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2019Q2,2019Q2,130759.0000,3904.0000,25515.0000,130759.0000,14,A
006008,2019-09-30,2019,3,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2019Q3,2019Q3,133768.0000,5374.0000,24106.0000,133768.0000,14,A
006008,2019-12-31,2019,4,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2019Q4,2019Q4,136524.0000,3868.0000,25683.0000,136524.0000,14,A
006008,2020-03-31,2020,1,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2020Q1,2020Q1,147710.0000,3464.0000,36455.0000,147710.0000,14,A
006008,2020-06-30,2020,2,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2020Q2,2020Q2,152539.0000,2254.0000,36093.0000,152539.0000,14,A
006008,2020-09-30,2020,3,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2020Q3,2020Q3,145261.0000,504.0000,36059.0000,145261.0000,14,A
006008,2020-12-31,2020,4,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2020Q4,2020Q4,153091.0000,2677.0000,34251.0000,153091.0000,14,A
006008,2021-03-31,2021,1,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2021Q1,2021Q1,150622.0000,2647.0000,33237.0000,150622.0000,14,A
006008,2021-06-30,2021,2,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2021Q2,2021Q2,154597.0000,3695.0000,31714.0000,154597.0000,14,A
006008,2021-09-30,2021,3,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2021Q3,2021Q3,167962.0000,4694.0000,35610.0000,167962.0000,14,A
006008,2021-12-31,2021,4,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2021Q4,2021Q4,168406.0000,4771.0000,33805.0000,168406.0000,14,A
006008,2022-03-31,2022,1,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2022Q1,2022Q1,176356.0000,4459.0000,32788.0000,176356.0000,14,A
006008,2022-06-30,2022,2,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2022Q2,2022Q2,170418.0000,2882.0000,32548.0000,170418.0000,14,A
006008,2022-09-30,2022,3,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2022Q3,2022Q3,174841.0000,2283.0000,37240.0000,174841.0000,14,A
006008,2022-12-31,2022,4,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2022Q4,2022Q4,182103.0000,4540.0000,37920.0000,182103.0000,14,A
006008,2023-03-31,2023,1,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2023Q1,2023Q1,185303.0000,1437.0000,48836.0000,185303.0000,14,A
006008,2023-06-30,2023,2,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2023Q2,2023Q2,185629.0000,2711.0000,46335.0000,185629.0000,14,A
006008,2023-09-30,2023,3,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2023Q3,2023Q3,188837.0000,2288.0000,46591.0000,188837.0000,14,A
006008,2023-12-31,2023,4,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2023Q4,2023Q4,191572.0000,2430.0000,47267.0000,191572.0000,14,A
006008,2024-03-31,2024,1,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2024Q1,2024Q1,192733.0000,4581.0000,47869.0000,192733.0000,14,A
006008,2024-06-30,2024,2,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2024Q2,2024Q2,206205.0000,4695.0000,48334.0000,206205.0000,14,A
006008,2024-09-30,2024,3,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2024Q3,2024Q3,193542.0000,3765.0000,46471.0000,193542.0000,14,A
006008,2024-12-31,2024,4,12,INDL,C,D,STD,INTC,INTEL CORP,USD,2024Q4,2024Q4,196485.0000,3910.0000,46561.0000,196485.0000,14,A
006266,2005-03-31,2005,1,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2005Q1,2005Q1,54446.0000,319.0000,2459.0000,54446.0000,11,A
006266,2005-06-30,2005,2,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2005Q2,2005Q2,54553.0000,304.0000,2329.0000,54553.0000,11,A
006266,2005-09-30,2005,3,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2005Q3,2005Q3,56574.0000,278.0000,2139.0000,56574.0000,11,A
006266,2005-12-31,2005,4,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2005Q4,2005Q4,58025.0000,668.0000,2017.0000,58025.0000,11,A
006266,2006-03-31,2006,1,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2006Q1,2006Q1,62133.0000,828.0000,1980.0000,62133.0000,11,A
006266,2006-06-30,2006,2,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2006Q2,2006Q2,60990.0000,654.0000,1981.0000,60990.0000,11,A
006266,2006-09-30,2006,3,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2006Q3,2006Q3,61238.0000,362.0000,2007.0000,61238.0000,11,A
006266,2006-12-31,2006,4,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2006Q4,2006Q4,70556.0000,4579.0000,2014.0000,70556.0000,11,A
006266,2007-03-31,2007,1,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2007Q1,2007Q1,73066.0000,4682.0000,2012.0000,73066.0000,11,A
006266,2007-06-30,2007,2,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2007Q2,2007Q2,74683.0000,4470.0000,2013.0000,74683.0000,11,A
006266,2007-09-30,2007,3,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2007Q3,2007Q3,78665.0000,3264.0000,4633.0000,78665.0000,11,A
006266,2007-12-31,2007,4,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2007Q4,2007Q4,80954.0000,2463.0000,7074.0000,80954.0000,11,A
006266,2008-03-31,2008,1,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2008Q1,2008Q1,85995.0000,4250.0000,7166.0000,85995.0000,11,A
006266,2008-06-30,2008,2,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2008Q2,2008Q2,88113.0000,5156.0000,8770.0000,88113.0000,11,A
006266,2008-09-30,2008,3,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2008Q3,2008Q3,87724.0000,6245.0000,8395.0000,87724.0000,11,A
006266,2008-12-31,2008,4,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2008Q4,2008Q4,84912.0000,3732.0000,8120.0000,84912.0000,11,A
006266,2009-03-31,2009,1,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2009Q1,2009Q1,86100.0000,6022.0000,8052.0000,86100.0000,11,A
006266,2009-06-30,2009,2,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2009Q2,2009Q2,87438.0000,5435.0000,8179.0000,87438.0000,11,A
006266,2009-09-30,2009,3,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2009Q3,2009Q3,91558.0000,3341.0000,8259.0000,91558.0000,11,A
006266,2009-12-31,2009,4,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2009Q4,2009Q4,94682.0000,6318.0000,8223.0000,94682.0000,11,A
006266,2010-03-31,2010,1,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2010Q1,2010Q1,93441.0000,4044.0000,8059.0000,93441.0000,11,A
006266,2010-06-30,2010,2,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2010Q2,2010Q2,92300.0000,3715.0000,7937.0000,92300.0000,11,A
006266,2010-09-30,2010,3,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2010Q3,2010Q3,98247.0000,2843.0000,9182.0000,98247.0000,11,A
006266,2010-12-31,2010,4,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2010Q4,2010Q4,102908.0000,7617.0000,9156.0000,102908.0000,11,A
006266,2011-03-31,2011,1,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2011Q1,2011Q1,108150.0000,8575.0000,9255.0000,108150.0000,11,A
006266,2011-06-30,2011,2,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2011Q2,2011Q2,112114.0000,5046.0000,13680.0000,112114.0000,11,A
006266,2011-09-30,2011,3,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2011Q3,2011Q3,111821.0000,5326.0000,13031.0000,111821.0000,11,A
006266,2011-12-31,2011,4,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2011Q4,2011Q4,113644.0000,6658.0000,12969.0000,113644.0000,11,A
006266,2012-03-31,2012,1,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2012Q1,2012Q1,116194.0000,6439.0000,13010.0000,116194.0000,11,A
006266,2012-06-30,2012,2,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2012Q2,2012Q2,115750.0000,6040.0000,11525.0000,115750.0000,11,A
006266,2012-09-30,2012,3,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2012Q3,2012Q3,118951.0000,5423.0000,11428.0000,118951.0000,11,A
006266,2012-12-31,2012,4,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2012Q4,2012Q4,121347.0000,4676.0000,11489.0000,121347.0000,11,A
006266,2013-03-31,2013,1,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2013Q1,2013Q1,121536.0000,4529.0000,11363.0000,121536.0000,11,A
006266,2013-06-30,2013,2,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2013Q2,2013Q2,124325.0000,5339.0000,9643.0000,124325.0000,11,A
006266,2013-09-30,2013,3,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2013Q3,2013Q3,126933.0000,5359.0000,9748.0000,126933.0000,11,A
006266,2013-12-31,2013,4,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2013Q4,2013Q4,132683.0000,4852.0000,13328.0000,132683.0000,11,A
006266,2014-03-31,2014,1,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2014Q1,2014Q1,133330.0000,3949.0000,13343.0000,133330.0000,11,A
006266,2014-06-30,2014,2,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2014Q2,2014Q2,135200.0000,3819.0000,13303.0000,135200.0000,11,A
006266,2014-09-30,2014,3,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2014Q3,2014Q3,132097.0000,2115.0000,13152.0000,132097.0000,11,A
006266,2014-12-31,2014,4,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2014Q4,2014Q4,131119.0000,3638.0000,15122.0000,131119.0000,11,A
006266,2015-03-31,2015,1,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2015Q1,2015Q1,128590.0000,4045.0000,14938.0000,128590.0000,11,A
006266,2015-06-30,2015,2,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2015Q2,2015Q2,132036.0000,5222.0000,14085.0000,132036.0000,11,A
006266,2015-09-30,2015,3,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2015Q3,2015Q3,133266.0000,5677.0000,14073.0000,133266.0000,11,A
006266,2015-12-31,2015,4,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2015Q4,2015Q4,133411.0000,7004.0000,12857.0000,133411.0000,11,A
006266,2016-03-31,2016,1,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2016Q1,2016Q1,136231.0000,3116.0000,20233.0000,136231.0000,11,A
006266,2016-06-30,2016,2,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2016Q2,2016Q2,139814.0000,1708.0000,24535.0000,139814.0000,11,A
006266,2016-09-30,2016,3,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2016Q3,2016Q3,140369.0000,3443.0000,23546.0000,140369.0000,11,A
006266,2016-12-31,2016,4,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2016Q4,2016Q4,141208.0000,4684.0000,22442.0000,141208.0000,11,A
006266,2017-03-31,2017,1,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2017Q1,2017Q1,144918.0000,5355.0000,27015.0000,144918.0000,11,A
006266,2017-06-30,2017,2,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2017Q2,2017Q2,152807.0000,7209.0000,27363.0000,152807.0000,11,A
006266,2017-09-30,2017,3,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2017Q3,2017Q3,155658.0000,8491.0000,26675.0000,155658.0000,11,A
006266,2017-12-31,2017,4,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2017Q4,2017Q4,157303.0000,3906.0000,30675.0000,157303.0000,11,A
006266,2018-03-31,2018,1,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2018Q1,2018Q1,156625.0000,2696.0000,29837.0000,156625.0000,11,A
006266,2018-06-30,2018,2,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2018Q2,2018Q2,155365.0000,2678.0000,29405.0000,155365.0000,11,A
006266,2018-09-30,2018,3,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2018Q3,2018Q3,155703.0000,1773.0000,29480.0000,155703.0000,11,A
006266,2018-12-31,2018,4,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2018Q4,2018Q4,152954.0000,2796.0000,27684.0000,152954.0000,11,A
006266,2019-03-31,2019,1,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2019Q1,2019Q1,150027.0000,1957.0000,28316.0000,150027.0000,11,A
006266,2019-06-30,2019,2,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2019Q2,2019Q2,155117.0000,1981.0000,28448.0000,155117.0000,11,A
006266,2019-09-30,2019,3,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2019Q3,2019Q3,155521.0000,2565.0000,27645.0000,155521.0000,11,A
006266,2019-12-31,2019,4,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2019Q4,2019Q4,157728.0000,1471.0000,27210.0000,157728.0000,11,A
006266,2020-03-31,2020,1,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2020Q1,2020Q1,155017.0000,2190.0000,25393.0000,155017.0000,11,A
006266,2020-06-30,2020,2,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2020Q2,2020Q2,158380.0000,5332.0000,25062.0000,158380.0000,11,A
006266,2020-09-30,2020,3,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2020Q3,2020Q3,170693.0000,5078.0000,32680.0000,170693.0000,11,A
006266,2020-12-31,2020,4,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2020Q4,2020Q4,174894.0000,2631.0000,32635.0000,174894.0000,11,A
006266,2021-03-31,2021,1,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2021Q1,2021Q1,172557.0000,3350.0000,30263.0000,172557.0000,11,A
006266,2021-06-30,2021,2,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2021Q2,2021Q2,176440.0000,3173.0000,30310.0000,176440.0000,11,A
006266,2021-09-30,2021,3,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2021Q3,2021Q3,179228.0000,3798.0000,30130.0000,179228.0000,11,A
006266,2021-12-31,2021,4,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2021Q4,2021Q4,182018.0000,3766.0000,29985.0000,182018.0000,11,A
006266,2022-03-31,2022,1,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2022Q1,2022Q1,178355.0000,4297.0000,28851.0000,178355.0000,11,A
006266,2022-06-30,2022,2,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2022Q2,2022Q2,177724.0000,4305.0000,28292.0000,177724.0000,11,A
006266,2022-09-30,2022,3,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2022Q3,2022Q3,175124.0000,4424.0000,27603.0000,175124.0000,11,A
006266,2022-12-31,2022,4,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2022Q4,2022Q4,187378.0000,12771.0000,26888.0000,187378.0000,11,A
006266,2023-03-31,2023,1,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2023Q1,2023Q1,195969.0000,17979.0000,34928.0000,195969.0000,11,A
006266,2023-06-30,2023,2,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2023Q2,2023Q2,191686.0000,11701.0000,33901.0000,191686.0000,11,A
006266,2023-09-30,2023,3,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2023Q3,2023Q3,166061.0000,3870.0000,26051.0000,166061.0000,11,A
006266,2023-12-31,2023,4,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2023Q4,2023Q4,167558.0000,3451.0000,25881.0000,167558.0000,11,A
006266,2024-03-31,2024,1,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2024Q1,2024Q1,171966.0000,8550.0000,25082.0000,171966.0000,11,A
006266,2024-06-30,2024,2,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2024Q2,2024Q2,181088.0000,9855.0000,31636.0000,181088.0000,11,A
006266,2024-09-30,2024,3,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2024Q3,2024Q3,178287.0000,4462.0000,31289.0000,178287.0000,11,A
006266,2024-12-31,2024,4,12,INDL,C,D,STD,JNJ,JOHNSON & JOHNSON,USD,2024Q4,2024Q4,180104.0000,5983.0000,30651.0000,180104.0000,11,A
007647,2005-03-31,2005,1,12,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,2005Q1,2005Q1,1212239.0000,281092.0000,98763.0000,1212239.0000,11,A
007647,2005-06-30,2005,2,12,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,2005Q2,2005Q2,1246330.0000,301473.0000,96894.0000,1246330.0000,11,A
007647,2005-09-30,2005,3,12,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,2005Q3,2005Q3,1252259.0000,324708.0000,99885.0000,1252259.0000,11,A
007647,2005-12-31,2005,4,12,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,2005Q4,2005Q4,1291803.0000,368112.0000,89660.0000,1291803.0000,11,A
007647,2006-03-31,2006,1,12,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,2006Q1,2006Q1,1375080.0000,336308.0000,123178.0000,1375080.0000,11,A
007647,2006-06-30,2006,2,12,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,2006Q2,2006Q2,1445193.0000,395994.0000,129056.0000,1445193.0000,11,A
007647,2006-09-30,2006,3,12,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,2006Q3,2006Q3,1449211.0000,393146.0000,137739.0000,1449211.0000,11,A
007647,2006-12-31,2006,4,12,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,2006Q4,2006Q4,1459737.0000,376021.0000,128806.0000,1459737.0000,11,A
007647,2007-03-31,2007,1,12,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,2007Q1,2007Q1,1502157.0000,391257.0000,152562.0000,1502157.0000,11,A
007647,2007-06-30,2007,2,12,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,2007Q2,2007Q2,1534359.0000,380606.0000,169317.0000,1534359.0000,11,A
007647,2007-09-30,2007,3,12,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,2007Q3,2007Q3,1578763.0000,419460.0000,185484.0000,1578763.0000,11,A
007647,2007-12-31,2007,4,12,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,2007Q4,2007Q4,1715746.0000,442959.0000,167073.0000,1715746.0000,11,A
007647,2008-03-31,2008,1,12,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,2008Q1,2008Q1,1736502.0000,410594.0000,202800.0000,1736502.0000,11,A
007647,2008-06-30,2008,2,12,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,2008Q2,2008Q2,1716875.0000,415876.0000,206605.0000,1716875.0000,11,A
007647,2008-09-30,2008,3,12,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,2008Q3,2008Q3,1831177.0000,371541.0000,257710.0000,1831177.0000,11,A
007647,2008-12-31,2008,4,12,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,2008Q4,2008Q4,1817943.0000,407536.0000,225410.0000,1817943.0000,11,A
007647,2009-03-31,2009,1,12,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,2009Q1,2009Q1,2321963.0000,507250.0000,366051.0000,2321963.0000,11,A
007647,2009-06-30,2009,2,12,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,2009Q2,2009Q2,2254394.0000,440475.0000,366587.0000,2254394.0000,11,A
007647,2009-09-30,2009,3,12,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,2009Q3,2009Q3,2251043.0000,311858.0000,456288.0000,2251043.0000,11,A
007647,2009-12-31,2009,4,12,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,2009Q4,2009Q4,2223299.0000,423853.0000,339377.0000,2223299.0000,11,A
007647,2010-03-31,2010,1,12,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,2010Q1,2010Q1,2338700.0000,356007.0000,511653.0000,2338700.0000,11,A
